,rxcui,rxaui,sab,tty,code,str,suppress
5209,1430703,10823148,ATC,PT,C09CA,"Angiotensin II receptor blockers (ARBs), plain",N
5210,1430704,5477252,ATC,PT,D01B,ANTIFUNGALS FOR SYSTEMIC USE,N
5211,1430704,5477398,ATC,PT,D01BA,Antifungals for systemic use,N
5212,1430705,5477531,ATC,PT,H02B,"CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS",N
5213,1430705,5477594,ATC,PT,H02BX,"Corticosteroids for systemic use, combinations",N
5214,1430706,5477251,ATC,PT,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,N
5215,1430707,5477253,ATC,PT,D01A,ANTIFUNGALS FOR TOPICAL USE,N
5216,1430708,5478446,ATC,PT,R03DB,Xanthines and adrenergics,N
5217,1430709,5478437,ATC,PT,V07AX,Washing agents etc.,N
5218,1430710,5478436,ATC,PT,D11AF,Wart and anti-corn preparations,N
5219,1430711,5478419,ATC,PT,S01KA,Viscoelastic substances,N
5220,1430712,5478400,ATC,PT,C01D,VASODILATORS USED IN CARDIAC DISEASES,N
5221,1430713,5478397,ATC,PT,G04BC,Urinary concrement solvents,N
5222,1430714,5477197,ATC,PT,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,N
5223,1430715,5477199,ATC,PT,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,N
5224,1430717,5477354,ATC,PT,D11AE,Androgens for topical use,N
5225,1430718,5477225,ATC,PT,D10B,ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE,N
5226,1430719,5477226,ATC,PT,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,N
5227,1430720,5477231,ATC,PT,C02A,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",N
5228,1430721,5477232,ATC,PT,C02B,"ANTIADRENERGIC AGENTS, GANGLION-BLOCKING",N
5229,1430722,5477233,ATC,PT,C02C,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",N
5230,1430723,5477236,ATC,PT,C01B,"ANTIARRHYTHMICS, CLASS I AND III",N
5231,1430724,5477237,ATC,PT,J01,ANTIBACTERIALS FOR SYSTEMIC USE,N
5232,1430725,5477238,ATC,PT,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,N
5233,1430726,5477239,ATC,PT,D06C,"ANTIBIOTICS AND CHEMOTHERAPEUTICS, COMBINATIONS",N
5234,1430727,5477389,ATC,PT,G01BA,Antibiotics and corticosteroids,N
5235,1430728,5477240,ATC,PT,D06A,ANTIBIOTICS FOR TOPICAL USE,N
5236,1430729,5477395,ATC,PT,N06CA,Antidepressants in combination with psycholeptics,N
5237,1430730,5477245,ATC,PT,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",N
5238,1430731,5477254,ATC,PT,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,N
5239,1430732,5477399,ATC,PT,G03XA,Antigonadotropins and similar agents,N
5240,1430733,5477401,ATC,PT,D04AA,Antihistamines for topical use,N
5241,1430734,5477261,ATC,PT,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,N
5242,1430735,5477406,ATC,PT,D10AF,Antiinfectives for treatment of acne,N
5243,1430736,5477292,ATC,PT,D05A,ANTIPSORIATICS FOR TOPICAL USE,N
5244,1430737,5477356,ATC,PT,D04AB,Anesthetics for topical use,N
5245,1430738,5477409,ATC,PT,M02AA,"Antiinflammatory preparations, non-steroids for topical use",N
5246,1430739,5477524,ATC,PT,G02B,CONTRACEPTIVES FOR TOPICAL USE,N
5247,1430740,5477759,ATC,PT,C05BA,Heparins or heparinoids for topical use,N
5248,1430741,5478203,ATC,PT,D02BA,Protectives against UV-radiation for topical use,N
5249,1430742,5477211,ATC,PT,A14,ANABOLIC AGENTS FOR SYSTEMIC USE,N
5250,1430743,5477530,ATC,PT,H02,CORTICOSTEROIDS FOR SYSTEMIC USE,N
5251,1430744,5477748,ATC,PT,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,N
5252,1430745,5477189,ATC,PT,C09B,"ACE INHIBITORS, COMBINATIONS",N
5253,1430747,5477344,ATC,PT,V06DE,"Amino acids/carbohydrates/minerals/vitamins, combinations",N
5254,1430748,5477215,ATC,PT,G03E,ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,N
5255,1430749,5477267,ATC,PT,G01B,ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS,N
5256,1430750,5477270,ATC,PT,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,N
5257,1430751,5477408,ATC,PT,S01CC,"Antiinflammatory agents, non-steroids and antiinfectives in combination",N
5258,1430752,5477273,ATC,PT,M01B,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,N
5259,1430753,5477298,ATC,PT,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,N
5260,1430754,5477419,ATC,PT,A03EA,"Antispasmodics, psycholeptics and analgesics in combination",N
5261,1430755,5477353,ATC,PT,G03EK,Androgens and female sex hormones in combination with other drugs,N
5262,1430756,10823147,ATC,PT,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",N
5263,1430757,5477411,ATC,PT,M01BA,Antiinflammatory/antirheumatic agents in combination with corticosteroids,N
5264,1430758,5477296,ATC,PT,A03E,ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS,N
5265,1430759,5477297,ATC,PT,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,N
5266,1430760,5477418,ATC,PT,A03ED,Antispasmodics in combination with other drugs,N
5267,1430761,5477423,ATC,PT,J05AR,"Antivirals for treatment of HIV infections, combinations",N
5268,1430762,5477429,ATC,PT,P01BF,"Artemisinin and derivatives, combinations",N
5269,1430763,5477457,ATC,PT,N05CB,"Barbiturates, combinations",N
5270,1430764,5477463,ATC,PT,A03DB,Belladonna and derivatives in combination with analgesics,N
5271,1430765,5477464,ATC,PT,A03CB,Belladonna and derivatives in combination with psycholeptics,N
5272,1430766,5477554,ATC,PT,V06DA,"Carbohydrates/proteins/minerals/vitamins, combinations",N
5273,1430767,5477572,ATC,PT,A02BD,Combinations for eradication of Helicobacter pylori,N
5274,1430768,5477573,ATC,PT,R03AH,Combinations of adrenergics,N
5275,1430769,5477575,ATC,PT,R06AK,Combinations of antihistamines,N
5276,1430770,5477576,ATC,PT,L01XY,Combinations of antineoplastic agents,N
5277,1430771,5477577,ATC,PT,J04AM,Combinations of drugs for treatment of tuberculosis,N
5278,1430772,5477578,ATC,PT,A10BD,Combinations of oral blood glucose lowering drugs,N
5279,1430773,5477579,ATC,PT,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors",N
5280,1430774,5477580,ATC,PT,J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives",N
5281,1430775,5477581,ATC,PT,A11JA,Combinations of vitamins,N
5282,1430776,5477592,ATC,PT,S01BB,Corticosteroids and mydriatics in combination,N
5283,1430777,5477595,ATC,PT,D10AA,"Corticosteroids, combinations for treatment of acne",N
5284,1430778,5477533,ATC,PT,D07C,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",N
5285,1430779,5477534,ATC,PT,D07B,"CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS",N
5286,1430780,5477597,ATC,PT,D07CB,"Corticosteroids, moderately potent, combinations with antibiotics",N
5287,1430781,5477598,ATC,PT,D07BB,"Corticosteroids, moderately potent, combinations with antiseptics",N
5288,1430782,5477599,ATC,PT,D07XB,"Corticosteroids, moderately potent, other combinations",N
5289,1430783,5477536,ATC,PT,D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",N
5290,1430784,5477602,ATC,PT,D07CC,"Corticosteroids, potent, combinations with antibiotics",N
5291,1430785,5477603,ATC,PT,D07BC,"Corticosteroids, potent, combinations with antiseptics",N
5292,1430786,5477604,ATC,PT,D07XC,"Corticosteroids, potent, other combinations",N
5293,1430787,5477606,ATC,PT,D07CD,"Corticosteroids, very potent, combinations with antibiotics",N
5294,1430788,5477607,ATC,PT,D07BD,"Corticosteroids, very potent, combinations with antiseptics",N
5295,1430789,5477608,ATC,PT,D07XD,"Corticosteroids, very potent, other combinations",N
5296,1430790,5477610,ATC,PT,D07CA,"Corticosteroids, weak, combinations with antibiotics",N
5297,1430791,5477611,ATC,PT,D07BA,"Corticosteroids, weak, combinations with antiseptics",N
5298,1430792,5477612,ATC,PT,D07XA,"Corticosteroids, weak, other combinations",N
5299,1430793,5477613,ATC,PT,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,N
5300,1430794,5477539,ATC,PT,R05F,"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",N
5301,1430795,5477629,ATC,PT,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,N
5302,1430796,5477633,ATC,PT,A05C,DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION,N
5303,1430797,5477687,ATC,PT,A09AC,"Enzyme and acid preparations, combinations",N
5304,1430798,5477698,ATC,PT,G02AC,"Ergot alkaloids and oxytocin incl. analogues, in combination",N
5305,1430799,5477704,ATC,PT,G03CC,"Estrogens, combinations with other drugs",N
5306,1430800,5477711,ATC,PT,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",N
5307,1430801,5477746,ATC,PT,C10BA,HMG CoA reductase inhibitors in combination with other lipid modifying agents,N
5308,1430802,5477747,ATC,PT,C10BX,"HMG CoA reductase inhibitors, other combinations",N
5309,1430803,5477798,ATC,PT,C02LC,Imidazoline receptor agonists in combination with diuretics,N
5310,1430804,5477828,ATC,PT,B03AD,Iron in combination with folic acid,N
5311,1430805,5477829,ATC,PT,B03AE,Iron in other combinations,N
5312,1430806,5477834,ATC,PT,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",N
5313,1430807,5477880,ATC,PT,C02LB,Methyldopa and diuretics in combination,N
5314,1430808,5477971,ATC,PT,N02AG,Opioids in combination with antispasmodics,N
5315,1430809,5478144,ATC,PT,N06C,PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION,N
5316,1430810,5478211,ATC,PT,N06CB,Psychostimulants in combination with psycholeptics,N
5317,1430811,5478234,ATC,PT,C02LA,Rauwolfia alkaloids and diuretics in combination,N
5318,1430812,5478306,ATC,PT,C03BK,"Sulfonamides, combinations with other drugs",N
5319,1430813,5478321,ATC,PT,A03DA,Synthetic anticholinergic agents in combination with analgesics,N
5320,1430814,5478322,ATC,PT,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,N
5321,1430815,5478370,ATC,PT,C03AB,Thiazides and potassium in combination,N
5322,1430816,5478371,ATC,PT,C03AX,"Thiazides, combinations with other drugs",N
5323,1430817,5478372,ATC,PT,C03AH,"Thiazides, combinations with psycholeptics and/or analgesics",N
5324,1430818,5477523,ATC,PT,C02N,COMBINATIONS OF ANTIHYPERTENSIVES IN ATC-GR. C02,N
5325,1430819,5477405,ATC,PT,A01AB,Antiinfectives and antiseptics for local oral treatment,N
5326,1430820,5477188,ATC,PT,G03BB,5-androstanon (3) derivatives,N
5327,1430821,5477310,ATC,PT,M01AB,Acetic acid derivatives and related substances,N
5328,1430822,5477321,ATC,PT,N05CC,Aldehydes and derivatives,N
5329,1430823,5477328,ATC,PT,C07AG,Alpha and beta blocking agents,N
5330,1430824,5477342,ATC,PT,A16AA,Amino acids and derivatives,N
5331,1430825,5477347,ATC,PT,J04AA,Aminosalicylic acid and derivatives,N
5332,1430826,5477348,ATC,PT,A07EC,Aminosalicylic acid and similar agents,N
5333,1430827,5477351,ATC,PT,G03EB,"Androgen, progestogen and estrogen in combination",N
5334,1430828,5477355,ATC,PT,A14AA,Androstan derivatives,N
5335,1430829,5477222,ATC,PT,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,N
5336,1430830,5477367,ATC,PT,L01DB,Anthracyclines and related substances,N
5337,1430831,5477375,ATC,PT,G03HB,Antiandrogens and estrogens,N
5338,1430832,5477376,ATC,PT,G03HA,"Antiandrogens, plain",N
5339,1430833,5477271,ATC,PT,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,N
5340,1430834,5477272,ATC,PT,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",N
5341,1430835,5477282,ATC,PT,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,N
5342,1430836,5477285,ATC,PT,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",N
5343,1430837,5477417,ATC,PT,G01BD,Antiseptics and corticosteroids,N
5344,1430839,5477430,ATC,PT,P01BE,"Artemisinin and derivatives, plain",N
5345,1430840,5477455,ATC,PT,N03AA,Barbiturates and derivatives,N
5346,1430846,5477445,ATC,PT,C07E,BETA BLOCKING AGENTS AND VASODILATORS,N
5347,1430847,5477444,ATC,PT,C07B,BETA BLOCKING AGENTS AND THIAZIDES,N
5348,1430848,5477443,ATC,PT,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,N
5349,1430849,8712449,ATC,PT,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",N
5350,1430849,8712451,ATC,PT,C07FX,"Beta blocking agents, other combinations",N
5351,1430850,5477476,ATC,PT,C07CA,"Beta blocking agents, non-selective, and other diuretics",N
5352,1430851,5477477,ATC,PT,C07BA,"Beta blocking agents, non-selective, and thiazides",N
5353,1430852,5477478,ATC,PT,C07EA,"Beta blocking agents, non-selective, and vasodilators",N
5354,1430853,5477479,ATC,PT,C07DA,"Beta blocking agents, non-selective, thiazides and other diuretics",N
5355,1430854,8712450,ATC,PT,C07FB,Beta blocking agents and calcium channel blockers,N
5356,1430855,5477482,ATC,PT,C07CB,"Beta blocking agents, selective, and other diuretics",N
5357,1430856,5477483,ATC,PT,C07BB,"Beta blocking agents, selective, and thiazides",N
5358,1430857,5477484,ATC,PT,C07EB,"Beta blocking agents, selective, and vasodilators",N
5359,1430858,5477485,ATC,PT,C07DB,"Beta blocking agents, selective, thiazides and other diuretics",N
5360,1430859,5477446,ATC,PT,C07D,"BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS",N
5361,1430860,5477451,ATC,PT,B05A,BLOOD AND RELATED PRODUCTS,N
5362,1430861,5477453,ATC,PT,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,N
5363,1430862,5477500,ATC,PT,B05AA,Blood substitutes and plasma protein fractions,N
5364,1430863,5477547,ATC,PT,A12AX,"Calcium, combinations with vitamin D and/or other drugs",N
5365,1430864,5477548,ATC,PT,M02AB,Capsaicin and similar agents,N
5366,1430865,5477561,ATC,PT,V07AZ,Chemicals and reagents for analysis,N
5367,1430866,5477538,ATC,PT,R05,COUGH AND COLD PREPARATIONS,N
5368,1430867,5477541,ATC,PT,L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,N
5369,1430868,5477618,ATC,PT,S01G,DECONGESTANTS AND ANTIALLERGICS,N
5370,1430869,5477631,ATC,PT,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,N
5371,1430870,5477639,ATC,PT,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),N
5372,1430871,5477665,ATC,PT,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,N
5373,1430872,5477668,ATC,PT,G04BD,Drugs for urinary frequency and incontinence,N
5374,1430873,5477675,ATC,PT,P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",N
5375,1430874,5477728,ATC,PT,N07XA,Gangliosides and ganglioside derivatives,N
5376,1430875,5477726,ATC,PT,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,N
5377,1430876,5477740,ATC,PT,C02LF,Guanidine derivatives and diuretics,N
5378,1430877,5477727,ATC,PT,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,N
5379,1430878,5477742,ATC,PT,B05Z,HEMODIALYTICS AND HEMOFILTRATES,N
5380,1430879,5477761,ATC,PT,C03EB,High-ceiling diuretics and potassium-sparing agents,N
5381,1430880,5477749,ATC,PT,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,N
5382,1430881,5477750,ATC,PT,L02A,HORMONES AND RELATED AGENTS,N
5383,1430882,5477766,ATC,PT,C02LG,Hydrazinophthalazine derivatives and diuretics,N
5384,1430883,5477774,ATC,PT,J06,IMMUNE SERA AND IMMUNOGLOBULINS,N
5385,1430884,5477781,ATC,PT,V09H,INFLAMMATION AND INFECTION DETECTION,N
5386,1430885,5477783,ATC,PT,A10A,INSULINS AND ANALOGUES,N
5387,1430886,5477809,ATC,PT,A10AF,Insulins and analogues for inhalation,N
5388,1430887,5477810,ATC,PT,A10AB,"Insulins and analogues for injection, fast-acting",N
5389,1430888,5477811,ATC,PT,A10AC,"Insulins and analogues for injection, intermediate-acting",N
5390,1430890,5477813,ATC,PT,A10AE,"Insulins and analogues for injection, long-acting",N
5391,1430891,5481904,ATC,IN,C10BA03,pravastatin and fenofibrate,N
5392,1430892,5482241,ATC,IN,C10BA04,simvastatin and fenofibrate,N
5393,1430893,5477343,ATC,PT,V06DD,"Amino acids, incl. combinations with polypeptides",N
5394,1430894,5477849,ATC,PT,C03EA,Low-ceiling diuretics and potassium-sparing agents,N
5395,1430895,5477852,ATC,PT,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",N
5396,1430896,5477855,ATC,PT,C02LL,MAO inhibitors and diuretics,N
5397,1430898,5477900,ATC,PT,G03CA,"Natural and semisynthetic estrogens, plain",N
5398,1430899,5477919,ATC,PT,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,N
5399,1430900,5477923,ATC,PT,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,N
5400,1430901,5477973,ATC,PT,R05FA,Opium derivatives and expectorants,N
5401,1430902,5478131,ATC,PT,H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,N
5402,1430903,5478136,ATC,PT,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,N
5403,1430904,5478138,ATC,PT,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,N
5404,1430905,5478191,ATC,PT,G03FA,"Progestogens and estrogens, fixed combinations",N
5405,1430906,5478193,ATC,PT,G03FB,"Progestogens and estrogens, sequential preparations",N
5406,1430907,5478145,ATC,PT,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N
5407,1430908,5478270,ATC,PT,V07AR,"Sensitivity tests, discs and tablets",N
5408,1430909,5478274,ATC,PT,C02LN,Serotonin antagonists and diuretics,N
5409,1430910,5478245,ATC,PT,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,N
5410,1430911,5478280,ATC,PT,D02AC,Soft paraffin and fat products,N
5411,1430912,5478286,ATC,PT,V07AB,"Solvents and diluting agents, incl. irrigating solutions",N
5412,1430913,5477836,ATC,PT,A05B,"LIVER THERAPY, LIPOTROPICS",N
5413,1430916,5477839,ATC,PT,C03A,"LOW-CEILING DIURETICS, THIAZIDES",N
5414,1430917,5478316,ATC,PT,S01EA,Sympathomimetics in glaucoma therapy,N
5415,1430918,5478313,ATC,PT,V08CB,Superparamagnetic contrast media,N
5416,1430919,5478291,ATC,PT,V07AS,Stomi equipment,N
5417,1430920,5478281,ATC,PT,D09AX,Soft paraffin dressings,N
5418,1430921,5478243,ATC,PT,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,N
5419,1430922,5478242,ATC,PT,C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,N
5420,1430923,5478260,ATC,PT,C05BB,Sclerosing agents for local injection,N
5421,1430924,5478239,ATC,PT,D05BB,Retinoids for treatment of psoriasis,N
5422,1430925,5478238,ATC,PT,D10BA,Retinoids for treatment of acne,N
5423,1430926,5478140,ATC,PT,D02B,PROTECTIVES AGAINST UV-RADIATION,N
5424,1430927,5478186,ATC,PT,M04AC,Preparations with no effect on uric acid metabolism,N
5425,1430928,5478154,ATC,PT,A06AH,Peripheral opioid receptor antagonists,N
5426,1430929,5478124,ATC,PT,V10B,PAIN PALLIATION (BONE SEEKING AGENTS),N
5427,1430930,5478319,ATC,PT,G02CA,"Sympathomimetics, labour repressants",N
5428,1430931,5478317,ATC,PT,S01GA,Sympathomimetics used as decongestants,N
5429,1430932,5478247,ATC,PT,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,N
5430,1430933,5478271,ATC,PT,L01XD,Sensitizers used in photodynamic/radiation therapy,N
5431,1430934,5478142,ATC,PT,N06,PSYCHOANALEPTICS,N
5432,1430935,5478185,ATC,PT,M04AA,Preparations inhibiting uric acid production,N
5433,1430936,5477970,ATC,PT,N01AH,Opioid anesthetics,N
5434,1430937,5477914,ATC,PT,J05AG,Non-nucleoside reverse transcriptase inhibitors,N
5435,1430939,5477863,ATC,PT,M03C,"MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS",N
5436,1430940,5477864,ATC,PT,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",N
5437,1430942,5477833,ATC,PT,C10,LIPID MODIFYING AGENTS,N
5438,1430943,5477818,ATC,PT,G02BA,Intrauterine contraceptives,N
5439,1430944,5477784,ATC,PT,A07B,INTESTINAL ADSORBENTS,N
5440,1430945,5477785,ATC,PT,A07A,INTESTINAL ANTIINFECTIVES,N
5441,1430946,5477786,ATC,PT,A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,N
5442,1430949,5477664,ATC,PT,V03AG,Drugs for treatment of hypercalcemia,N
5443,1430950,5477666,ATC,PT,V03AH,Drugs for treatment of hypoglycemia,N
5444,1430951,5477669,ATC,PT,N07BB,Drugs used in alcohol dependence,N
5445,1430952,5477670,ATC,PT,G04BE,Drugs used in erectile dysfunction,N
5446,1430953,5477673,ATC,PT,N07BC,Drugs used in opioid dependence,N
5447,1430954,5477513,ATC,PT,C05C,CAPILLARY STABILIZING AGENTS,N
5448,1430955,5477308,ATC,PT,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",N
5449,1430956,5477413,ATC,PT,S01LA,Antineovascularisation agents,N
5450,1430957,5477410,ATC,PT,G02CC,Antiinflammatory products for vaginal administration,N
5451,1430958,5480862,ATC,IN,C09BB03,lisinopril and amlodipine,N
5452,1430959,5478719,ATC,IN,P01BF05,artenimol and piperaquine,N
5453,1430960,5479239,ATC,IN,G03FB03,chlormadinone and estrogen,N
5454,1430961,5479250,ATC,IN,S01CA09,chloroprednisone and antiinfectives,N
5455,1430962,5479257,ATC,IN,C03AB04,chlorothiazide and potassium,N
5456,1430963,5479276,ATC,IN,C03BB04,chlortalidone and potassium,N
5457,1430964,5479277,ATC,IN,C03EA06,chlortalidone and potassium-sparing agents,N
5458,1430965,5479293,ATC,IN,R03DB02,choline theophyllinate and adrenergics,N
5459,1430966,5479387,ATC,IN,C03BB07,clofenamide and potassium,N
5460,1430967,5479408,ATC,IN,C03BB03,clopamide and potassium,N
5461,1430970,5479526,ATC,IN,R05FB02,cough suppressants and expectorants,N
5462,1430971,5482894,ATC,IN,B02BD06,von Willebrand factor and coagulation factor VIII in combination,N
5463,1430973,5482755,ATC,IN,G03FA16,trimegestone and estrogen,N
5464,1430973,5482756,ATC,IN,G03FB11,trimegestone and estrogen,N
5465,1430974,5479527,ATC,IN,R05FB01,cough suppressants and mucolytics,N
5466,1430975,5479555,ATC,IN,C03AB07,cyclopenthiazide and potassium,N
5467,1430976,5479561,ATC,IN,C03AB09,cyclothiazide and potassium,N
5468,1430977,5479567,ATC,IN,G03HB01,cyproterone and estrogen,N
5469,1430978,5481010,ATC,IN,G03AA04,megestrol and ethinylestradiol,N
5470,1430978,5481011,ATC,IN,G03AB01,megestrol and ethinylestradiol,N
5471,1430979,5480827,ATC,IN,G03FA11,levonorgestrel and estrogen,N
5472,1430979,5480828,ATC,IN,G03FB09,levonorgestrel and estrogen,N
5473,1430980,5481008,ATC,IN,G03FA08,megestrol and estrogen,N
5474,1430980,5481009,ATC,IN,G03FB04,megestrol and estrogen,N
5475,1430981,5481453,ATC,IN,G03FA10,norgestrel and estrogen,N
5476,1430981,5481454,ATC,IN,G03FB01,norgestrel and estrogen,N
5477,1430982,5480905,ATC,IN,G03FA07,lynestrenol and estrogen,N
5478,1430982,5480906,ATC,IN,G03FB02,lynestrenol and estrogen,N
5479,1430983,5481443,ATC,IN,G03FA01,norethisterone and estrogen,N
5480,1430983,5481444,ATC,IN,G03FB05,norethisterone and estrogen,N
5481,1430985,5479605,ATC,IN,C09BB12,delapril and manidipine,N
5482,1430986,5479630,ATC,IN,G03FB10,desogestrel and estrogen,N
5483,1430987,5479718,ATC,IN,G03FA15,dienogest and estrogen,N
5484,1430988,5479810,ATC,IN,R03DB01,diprophylline and adrenergics,N
5485,1430989,5479814,ATC,IN,M01BA02,dipyrocetyl and corticosteroids,N
5486,1430990,5479840,ATC,IN,N06DA52,donepezil and memantine,N
5487,1430991,5479863,ATC,IN,G03FA17,drospirenone and estrogen,N
5488,1430993,5479903,ATC,IN,A03CA30,emepronium and psycholeptics,N
5489,1430994,5479914,ATC,IN,C09BB02,enalapril and lercanidipine,N
5490,1430995,5479915,ATC,IN,C09BB06,enalapril and nitrendipine,N
5491,1430996,5480024,ATC,IN,G03FA03,ethisterone and estrogen,N
5492,1430997,5480040,ATC,IN,M05BB01,"etidronic acid and calcium, sequential",N
5493,1430998,5480064,ATC,IN,G03FA06,etynodiol and estrogen,N
5494,1430999,5480065,ATC,IN,G03AA01,etynodiol and ethinylestradiol,N
5495,1431000,5480235,ATC,IN,D07CB03,fluorometholone and antibiotics,N
5496,1431001,5480236,ATC,IN,S01CA07,fluorometholone and antiinfectives,N
5497,1431002,5480237,ATC,IN,S01BB03,fluorometholone and mydriatics,N
5498,1431003,5480243,ATC,IN,N06CA03,fluoxetine and psycholeptics,N
5499,1431004,5480251,ATC,IN,D07CB02,fluprednidene and antibiotics,N
5500,1431005,5480437,ATC,IN,J07CA08,hemophilus influenzae B and hepatitis B,N
5501,1431006,5480438,ATC,IN,J07CA04,hemophilus influenzae B and poliomyelitis,N
5502,1431007,5480492,ATC,IN,C03AB03,hydrochlorothiazide and potassium,N
5503,1431008,5480517,ATC,IN,C03AB02,hydroflumethiazide and potassium,N
5504,1431009,5480536,ATC,IN,G03FA02,hydroxyprogesterone and estrogen,N
5505,1431010,5480541,ATC,IN,A03CB31,hyoscyamine and psycholeptics,N
5506,1431011,5480645,ATC,IN,V04CH01,inulin and other polyfructosans,N
5507,1431012,5480698,ATC,IN,C09DB05,irbesartan and amlodipine,N
5508,1431013,5480704,ATC,IN,B03AE04,"iron, multivitamins and minerals",N
5509,1431014,5480705,ATC,IN,B03AE01,"iron, vitamin B12 and folic acid",N
5510,1431015,5480725,ATC,IN,A03CA01,isopropamide and psycholeptics,N
5511,1431016,5480758,ATC,IN,N02AG02,ketobemidone and antispasmodics,N
5512,1431017,5480772,ATC,IN,C07BG01,labetalol and thiazides,N
5513,1431018,5480790,ATC,IN,A02BD03,"lansoprazole, amoxicillin and metronidazole",N
5514,1431019,5480791,ATC,IN,A02BD02,"lansoprazole, tetracycline and metronidazole",N
5515,1431020,5480891,ATC,IN,C09DB06,losartan and amlodipine,N
5516,1431022,5480993,ATC,IN,G03FB07,medrogestone and estrogen,N
5517,1431023,5481004,ATC,IN,C03BB05,mefruside and potassium,N
