,rxcui,rxaui,sab,tty,ATC code,ATC level name,suppress,mapped_to_bnf
6173,1432007,5478429,ATC,PT,B03BA,Vitamin B12 (cyanocobalamin and analogues),N,N
6174,1432008,5478421,ATC,PT,A11CA,"Vitamin A, plain",N,N
6175,1432009,5482274,ATC,IN,V09IX06,sodium fluoride (18F),N,N
6176,1432010,5482060,ATC,IN,J07BG01,"rabies, inactivated, whole virus",N,N
6177,1432013,5481035,ATC,IN,J07AH06,"meningococcus B, outer membrane vesicle vaccine",N,N
6178,1432014,5480659,ATC,IN,V09XA03,iodine (131I) human albumin,N,N
6179,1432015,5480397,ATC,IN,V10AX06,gold (198Au) colloidal,N,N
6180,1432021,5480591,ATC,IN,V09AX01,indium (111In) pentetic acid,N,N
6181,1432022,5478216,ATC,PT,P03BA,Pyrethrines,N,N
6182,1432023,5478406,ATC,PT,B03B,VITAMIN B12 AND FOLIC ACID,N,N
6183,1432024,5479919,ATC,IN,J07BA01,"encephalitis, tick borne, inactivated, whole virus",N,N
6184,1432025,5478420,ATC,PT,A11CB,Vitamin A and D in combination,N,N
6185,1432026,5477859,ATC,PT,A11A,"MULTIVITAMINS, COMBINATIONS",N,N
6186,1432150,5481476,ATC,IN,A06AG06,oil,N,N
6187,1432150,5485414,ATC,RXN_IN,A06AG06,oil ingredients,N,N
6188,1433864,5481295,ATC,IN,J07BE01,"mumps, live attenuated",N,N
6189,1433868,5936883,ATC,IN,J05AX12,dolutegravir,N,Y
6190,1433887,5479290,ATC,IN,C10AB11,choline fenofibrate,N,N
6191,1437705,5480808,ATC,IN,N07BC03,levacetylmethadol,N,Y
6192,1439816,6821868,ATC,IN,C02KX05,riociguat,N,Y
6193,1440046,5480856,ATC,IN,L03AA14,lipegfilgrastim,N,Y
6194,1440051,8712507,ATC,IN,A10BJ03,lixisenatide,N,Y
6195,1440290,5480139,ATC,IN,B03AA04,ferrous carbonate,N,N
6196,1440856,5479288,ATC,IN,A05AA03,cholic acid,N,Y
6197,1441386,5478797,ATC,IN,G03XC02,bazedoxifene,N,N
6198,1441391,7717190,ATC,IN,G03CC07,conjugated estrogens and bazedoxifene,N,N
6199,1442132,5936905,ATC,IN,C02KX04,macitentan,N,Y
6200,1442981,6821836,ATC,IN,L01XE27,ibrutinib,N,Y
6201,1443039,5482606,ATC,IN,B05AX02,thrombocytes,N,N
6202,1443040,5479978,ATC,IN,B05AX01,erythrocytes,N,N
6203,1444006,5482949,ATC,IN,J07BK02,"zoster, live attenuated",N,N
6204,1444405,5480337,ATC,IN,N05BX02,gedocarnil,N,N
6205,1444583,5479813,ATC,IN,N02BA09,dipyrocetyl,N,N
6206,1444678,5481057,ATC,IN,R05DB22,meprotixol,N,N
6207,1444854,5479028,ATC,IN,D11AC02,cadmium compounds,N,N
6208,1444857,5477733,ATC,PT,J01XA,Glycopeptide antibacterials,N,N
6209,1444868,5474896,ATC,RXN_PT,A12A,CALCIUM SUPPLEMENTS,N,N
6210,1444868,5477509,ATC,PT,A12A,CALCIUM,N,N
6211,1444868,5477544,ATC,PT,A12AA,Calcium,N,N
6212,1444869,5474437,ATC,RXN_PT,P01CC,"Nitrofuran derivatives, antiprotozoal drugs",N,N
6213,1444869,5477909,ATC,PT,P01CC,Nitrofuran derivatives,N,N
6214,1444870,5475829,ATC,RXN_PT,N02BE,Anilide analgesics and antipyretics,N,N
6215,1444870,5477362,ATC,PT,N02BE,Anilides,N,N
6216,1444872,5474392,ATC,RXN_PT,P01AR,"Arsenic compounds, for amoebiasis and other protozoal diseases",N,N
6217,1444872,5477427,ATC,PT,P01AR,Arsenic compounds,N,N
6218,1444873,5474424,ATC,RXN_PT,C02CC,"Guanine derivatives, peripherally acting antiadrenergic agents",N,N
6219,1444873,5477738,ATC,PT,C02CC,Guanidine derivatives,N,N
6220,1444874,5478279,ATC,PT,A12CA,Sodium,N,N
6221,1444874,5485038,ATC,RXN_PT,A12CA,Sodium supplements,N,N
6222,1444875,5475846,ATC,RXN_PT,A07AB,"Sulfonamides, intestinal antiinfectives",N,N
6223,1444875,5478298,ATC,PT,A07AB,Sulfonamides,N,N
6224,1444906,5482481,ATC,IN,V09CA01,technetium (99mTc) pentetic acid,N,N
6225,1444906,5482482,ATC,IN,V09EA01,technetium (99mTc) pentetic acid,N,N
6226,1445251,5477930,ATC,PT,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N,N
6227,1445251,5477986,ATC,PT,N02BG,Other analgesics and antipyretics,N,N
6228,1445251,5483040,ATC,RXN_PT,N02BG,Other analgesics and antipyretics in ATC,N,N
6229,1445251,5483138,ATC,RXN_PT,N02B,OTHER ANALGESICS AND ANTIPYRETICS in ATC,N,N
6230,1445288,5477866,ATC,PT,S01F,MYDRIATICS AND CYCLOPLEGICS,N,N
6231,1445384,5474796,ATC,RXN_PT,V09BA,"Technetium 99m compounds, skeletal system diagnostic radiopharmaceuticals",N,N
6232,1445384,5478342,ATC,PT,V09BA,Technetium (99mTc) compounds,N,N
6233,1446274,5479868,ATC,IN,R05DB17,droxypropine,N,N
6234,1446296,5481985,ATC,IN,G01AF14,propenidazole,N,N
6235,1446296,5481986,ATC,IN,P01AB05,propenidazole,N,N
6236,1446679,5482362,ATC,IN,D01AE09,sulbentine,N,N
6237,1446758,5479386,ATC,IN,C03BA07,clofenamide,N,N
6238,1446866,5478718,ATC,IN,P01BE05,artenimol,N,N
6239,1447094,5477764,ATC,PT,J04AC,Hydrazides,N,N
6240,1447094,5484939,ATC,RXN_PT,J04AC,Hydrazides for tuberculosis treatment,N,N
6241,1447096,5479480,ATC,IN,D01AE20,combinations,N,N
6242,1447096,5483202,ATC,RXN_IN,D01AE20,Other antifungal combinations for topical use in ATC,N,N
6243,1447097,5474340,ATC,RXN_PT,V09IB,Indium-111 tumour detection radiopharmaceuticals,N,N
6244,1447097,5477805,ATC,PT,V09IB,Indium (111In) compounds,N,N
6245,1447098,5482856,ATC,IN,D10AX30,various combinations,N,N
6246,1447098,5483206,ATC,RXN_IN,D10AX30,various other anti-acne preparation combinations for topical use in ATC,N,N
6247,1447100,5475837,ATC,RXN_PT,S01A,ANTIINFECTIVE OPHTHALMOLOGICS,N,N
6248,1447100,5477262,ATC,PT,S01A,ANTIINFECTIVES,N,N
6249,1447101,5474811,ATC,RXN_PT,L02AB,"Progestogens, endocrine therapy drugs",N,N
6250,1447101,5478189,ATC,PT,L02AB,Progestogens,N,N
6251,1447102,5474223,ATC,RXN_PT,H02AB,"Glucocorticoids, Systemic",N,N
6252,1447102,5477730,ATC,PT,H02AB,Glucocorticoids,N,N
6253,1447103,5477714,ATC,PT,C10AB,Fibrates,N,N
6254,1447103,5484932,ATC,RXN_PT,C10AB,"Fibrates, lipid modifying drugs, plain",N,N
6255,1447108,5477832,ATC,PT,B05DA,Isotonic solutions,N,N
6256,1447108,5484953,ATC,RXN_PT,B05DA,"Isotonic solutions, peritoneal dialysis",N,N
6257,1449194,5475836,ATC,RXN_PT,R03BB,Anticholinergics inhalants for obstructive airway diseases,N,N
6258,1449194,5477390,ATC,PT,R03BB,Anticholinergics,N,N
6259,1449197,5474818,ATC,RXN_PT,S01EB,"Parasympathomimetics, antiglaucoma preparations and miotics",N,N
6260,1449197,5478149,ATC,PT,S01EB,Parasympathomimetics,N,N
6261,1449198,5479460,ATC,IN,A02AA10,combinations,N,N
6262,1449198,5483233,ATC,RXN_IN,A02AA10,Magnesium antacid compound combinations,N,N
6263,1449199,5479463,ATC,IN,A06AG20,combinations,N,N
6264,1449199,5483197,ATC,RXN_IN,A06AG20,Enema combinations,N,N
6265,1449200,5474315,ATC,RXN_PT,B06AA,"Enzymes, hematological",N,N
6266,1449200,5477691,ATC,PT,B06AA,Enzymes,N,N
6267,1449201,5479476,ATC,IN,B05CX10,combinations,N,N
6268,1449201,5483221,ATC,RXN_IN,B05CX10,Other irrigating solution combinations in ATC,N,N
6269,1449204,5474411,ATC,RXN_PT,S01BA,"Corticosteroid ophthalmologic antiinflammatory agents, plain",N,N
6270,1449204,5477600,ATC,PT,S01BA,"Corticosteroids, plain",N,N
6271,1449205,5478214,ATC,PT,C03CD,Pyrazolone derivatives,N,N
6272,1449205,5485017,ATC,RXN_PT,C03CD,"Pyrazolone derivatives, high-ceiling diuretics",N,N
6273,1449206,5474328,ATC,RXN_PT,G01AB,"Arsenic compounds, Gynecological",N,N
6274,1449206,5477426,ATC,PT,G01AB,Arsenic compounds,N,N
6275,1449207,5474344,ATC,RXN_PT,V09E,RESPIRATORY SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,N,N
6276,1449207,5478231,ATC,PT,V09E,RESPIRATORY SYSTEM,N,N
6277,1449208,5477840,ATC,PT,R03DC,Leukotriene receptor antagonists,N,N
6278,1449208,5484954,ATC,RXN_PT,R03DC,Leukotriene receptor antagonists for obstructive airway diseases,N,N
6279,1449209,5474438,ATC,RXN_PT,P01CA,"Nitroimidazole derivatives, antiprotozoal agents against leishmaniasis and trypanosomiasis",N,N
6280,1449209,5477912,ATC,PT,P01CA,Nitroimidazole derivatives,N,N
6281,1449515,5481522,ATC,IN,M03BC51,"orphenadrine, combinations",N,N
6282,1449698,5477882,ATC,PT,V06DF,Milk substitutes,N,N
6283,1449906,5478289,ATC,PT,J06BB,Specific immunoglobulins,N,N
6284,1451226,5474810,ATC,RXN_PT,A02BB,Prostaglandin drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),N,N
6285,1451226,5478198,ATC,PT,A02BB,Prostaglandins,N,N
6286,1451227,5474421,ATC,RXN_PT,G03DC,"Estren derivatives, sex hormones and modulators of the genital system",N,N
6287,1451227,5477702,ATC,PT,G03DC,Estren derivatives,N,N
6288,1451228,5478255,ATC,PT,N02BA,Salicylic acid and derivatives,N,N
6289,1451228,5485030,ATC,RXN_PT,N02BA,"Salicylic acid and derivatives, analgesics and antipyretics",N,N
6290,1451229,5475850,ATC,RXN_PT,B05XC,Vitamin IV solution additives,N,N
6291,1451229,5478433,ATC,PT,B05XC,Vitamins,N,N
6292,1451230,5479493,ATC,IN,R05CB10,combinations,N,N
6293,1451230,5483216,ATC,RXN_IN,R05CB10,"expectorant combinations, excl. combinations with cough suppressants",N,N
6294,1451232,5474812,ATC,RXN_PT,L02AA,"Estrogens, endocrine therapy drugs",N,N
6295,1451232,5477703,ATC,PT,L02AA,Estrogens,N,N
6296,1451233,5477660,ATC,PT,B01AE,Direct thrombin inhibitors,N,N
6297,1451236,5474819,ATC,RXN_PT,L01XC,"Monoclonal antibodies, antineoplastic",N,N
6298,1451236,5477888,ATC,PT,L01XC,Monoclonal antibodies,N,N
6299,1451595,5474394,ATC,RXN_PT,N05CA,"Barbiturates, hypnotics and sedatives, plain",N,N
6300,1451595,5477459,ATC,PT,N05CA,"Barbiturates, plain",N,N
6301,1452740,5481361,ATC,IN,A07AA51,"neomycin, combinations",N,N
6302,1452764,5482154,ATC,IN,C10AB07,ronifibrate,N,N
6303,1453114,5479485,ATC,IN,J01EB20,combinations,N,N
6304,1453114,5483241,ATC,RXN_IN,J01EB20,Short-acting sulfonamide combinations,N,N
6305,1453117,5479464,ATC,IN,A07BC30,combinations,N,N
6306,1453117,5483223,ATC,RXN_IN,A07BC30,Other intestinal adsorbent combinations in ATC,N,N
6307,1453118,5478188,ATC,PT,G03AC,Progestogens,N,N
6308,1453118,5484021,ATC,RXN_PT,G03AC,Progestogen systemic hormonal contraceptives,N,N
6309,1453119,5474347,ATC,RXN_PT,V09B,SKELETON DIAGNOSTIC RADIOPHARMACEUTICALS,N,N
6310,1453119,5478246,ATC,PT,V09B,SKELETON,N,N
6311,1453443,5474404,ATC,RXN_PT,S02B,Corticosteroid otologicals,N,N
6312,1453443,5477526,ATC,PT,S02B,CORTICOSTEROIDS,N,N
6313,1453443,5477586,ATC,PT,S02BA,Corticosteroids,N,N
6314,1454429,5482935,ATC,IN,A12CB03,zinc protein complex,N,N
6315,1454513,5478906,ATC,IN,R05DB12,bibenzonium bromide,N,N
6316,1454522,5480228,ATC,IN,V09IX08,fluoroethylcholine (18F),N,N
6317,1454871,5481069,ATC,IN,S01AX01,mercury compounds,N,N
6318,1454882,5474343,ATC,RXN_PT,V09G,CARDIOVASCULAR SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,N,N
6319,1454882,5477518,ATC,PT,V09G,CARDIOVASCULAR SYSTEM,N,N
6320,1454886,5474413,ATC,RXN_PT,M09AB,Enzymes FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,N,N
6321,1454886,5477693,ATC,PT,M09AB,Enzymes,N,N
6322,1454887,5478227,ATC,PT,M01CA,Quinolines,N,N
6323,1454887,5485024,ATC,RXN_PT,M01CA,"Quinolines, antirheumatic drugs",N,N
6324,1454888,5474805,ATC,RXN_PT,C03BA,"sulfonamides, low-ceiling diuretics, plain",N,N
6325,1454888,5478307,ATC,PT,C03BA,"Sulfonamides, plain",N,N
6326,1454889,5474430,ATC,RXN_PT,S01H,"Local anesthetics, ophthalmologic",N,N
6327,1454889,5477837,ATC,PT,S01H,LOCAL ANESTHETICS,N,N
6328,1454889,5477846,ATC,PT,S01HA,Local anesthetics,N,N
6329,1454892,5477688,ATC,PT,A09AA,Enzyme preparations,N,N
6330,1454892,5484924,ATC,RXN_PT,A09AA,"Enzyme preparations, digestives",N,N
6331,1455035,9716320,ATC,IN,L01XX56,etirinotecan pegol,N,N
6332,1455099,5936947,ATC,IN,N06AX26,vortioxetine,N,Y
6333,1455192,5477486,ATC,PT,J01CG,Beta-lactamase inhibitors,N,N
6334,1455192,5484905,ATC,RXN_PT,J01CG,"Beta-lactamase inhibitors, systemic penicillins",N,N
6335,1456606,5482932,ATC,IN,S01AX03,zinc compounds,N,N
6336,1456614,5936855,ATC,PT,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",N,N
6337,1456614,5938673,ATC,RXN_PT,R03AK,"Adrenergics inhalants in combination with corticosteroids or other drugs, excl. anticholinergics",N,N
6338,1456616,5475834,ATC,RXN_PT,H03BC,Perchlorate antithyroid preparations,N,N
6339,1456616,5478153,ATC,PT,H03BC,Perchlorates,N,N
6340,1456617,5482855,ATC,IN,B03AE10,various combinations,N,N
6341,1456617,5483239,ATC,RXN_IN,B03AE10,Iron in various other combinations,N,N
6342,1456618,5474420,ATC,RXN_PT,A14AB,"Estren derivatives, systemic",N,N
6343,1456618,5477701,ATC,PT,A14AB,Estren derivatives,N,N
6344,1456746,5936896,ATC,IN,A10AD06,insulin degludec and insulin aspart,N,N
6345,1456913,6821819,ATC,IN,A02BC07,dexrabeprazole,N,N
6346,1457828,5479506,ATC,IN,J01CR50,combinations of penicillins,N,N
6347,1458219,5477937,ATC,PT,C01E,OTHER CARDIAC PREPARATIONS,N,N
6348,1458219,5483123,ATC,RXN_PT,C01E,OTHER CARDIAC PREPARATIONS in ATC,N,N
6349,1458220,5479469,ATC,IN,A11CC20,combinations,N,N
6350,1458220,5483208,ATC,RXN_IN,A11CC20,vitamin D and analog combinations,N,N
6351,1458221,5479461,ATC,IN,A02AB10,combinations,N,N
6352,1458221,5483234,ATC,RXN_IN,A02AB10,Aluminium antacid compound combinations,N,N
6353,1458222,5479477,ATC,IN,C01CA30,combinations,N,N
6354,1458222,5483199,ATC,RXN_IN,C01CA30,Adrenergic and dopaminergic agents combinations,N,N
6355,1458223,5474389,ATC,RXN_PT,S01B,"ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC",N,N
6356,1458223,5477268,ATC,PT,S01B,ANTIINFLAMMATORY AGENTS,N,N
6357,1458224,5479465,ATC,IN,A10AB30,combinations,N,N
6358,1458224,5483224,ATC,RXN_IN,A10AB30,"Insulins and analogs for injection, fast-acting combinations",N,N
6359,1458226,5474838,ATC,RXN_PT,B02BA,Vitamin K containing hemostatics,N,N
6360,1458226,5478431,ATC,PT,B02BA,Vitamin K,N,N
6361,1458453,5480863,ATC,IN,C09BA03,lisinopril and diuretics,N,Y
6362,1458633,5478201,ATC,PT,J05AE,Protease inhibitors,N,N
6363,1458633,5485010,ATC,RXN_PT,J05AE,"Protease inhibitors, direct acting antivirals",N,N
6364,1459789,5474215,ATC,RXN_PT,R03AA,Alpha- and beta-adrenoreceptor agonist inhalants,N,N
6365,1459789,5477332,ATC,PT,R03AA,Alpha- and beta-adrenoreceptor agonists,N,N
6366,1459790,5474374,ATC,RXN_PT,A07EB,"Antiallergic intestinal antiinflammatory drugs, excl. corticosteroids",N,N
6367,1459790,5477372,ATC,PT,A07EB,"Antiallergic agents, excl. corticosteroids",N,N
6368,1459791,5474304,ATC,RXN_PT,C01EA,Prostaglandin cardiac therapy preparations,N,N
6369,1459791,5478199,ATC,PT,C01EA,Prostaglandins,N,N
6370,1459810,5480661,ATC,IN,V09AB01,iodine iofetamine (123I),N,N
6371,1460135,5478731,ATC,IN,A11GB01,ascorbic acid (vit C) and calcium,N,Y
6372,1460135,5483217,ATC,RXN_IN,A11GB01,ascorbic acid and calcium,N,Y
6373,1460379,5477350,ATC,PT,S02DA,Analgesics and anesthetics,N,N
6374,1461025,5482007,ATC,IN,G01AX13,protiofate,N,N
6375,1461295,5480479,ATC,IN,V01AA03,house dust mites,N,N
6376,1461297,5474839,ATC,RXN_PT,B02BB,Fibrinogen containing hemostatics,N,N
6377,1461297,5477715,ATC,PT,B02BB,Fibrinogen,N,N
6378,1461298,5474396,ATC,RXN_PT,N05BA,Benzodiazepine derivative anxiolytics,N,N
6379,1461298,5477468,ATC,PT,N05BA,Benzodiazepine derivatives,N,N
6380,1461301,5474845,ATC,RXN_PT,J01EA,"Trimethoprim and derivatives, systemic antibacterials",N,N
6381,1461301,5478385,ATC,PT,J01EA,Trimethoprim and derivatives,N,N
6382,1462438,5481290,ATC,IN,A11AA02,multivitamins and calcium,N,N
6383,1462761,5475823,ATC,RXN_PT,L01AB,Alkyl sulfonate alkylating agents,N,N
6384,1462761,5477326,ATC,PT,L01AB,Alkyl sulfonates,N,N
6385,1462762,5477549,ATC,PT,N05BC,Carbamates,N,N
6386,1462762,5484476,ATC,RXN_PT,N05BC,Carbamate anxiolytics,N,N
6387,1462763,5479486,ATC,IN,J01EC20,combinations,N,N
6388,1462763,5483237,ATC,RXN_IN,J01EC20,Intermediate-acting sulfonamide combinations,N,N
6389,1462764,5474898,ATC,RXN_PT,S01J,"DIAGNOSTIC AGENTS, OPHTHAMOLOGIC",N,N
6390,1462764,5477621,ATC,PT,S01J,DIAGNOSTIC AGENTS,N,N
6391,1463903,5481366,ATC,IN,R05DB26,nepinalone,N,N
6392,1464072,5479789,ATC,IN,D04AA33,diphenhydramine methylbromide,N,N
6393,1464103,5478417,ATC,PT,C03XA,Vasopressin antagonists,N,N
6394,1464103,5485060,ATC,RXN_PT,C03XA,"Vasopressin antagonists, diuretics",N,N
6395,1464109,5475822,ATC,RXN_PT,H01AA,ACTH and synthetic analog preparations,N,N
6396,1464109,5477194,ATC,PT,H01AA,ACTH,N,N
6397,1464110,5477763,ATC,PT,N03AB,Hydantoin derivatives,N,N
6398,1464110,5484938,ATC,RXN_PT,N03AB,"Hydantoin derivatives, antiepileptics",N,N
6399,1464111,5474816,ATC,RXN_PT,C08EA,"Phenylalkylamine derivatives, non-selective calcium channel blockers",N,N
6400,1464111,5478164,ATC,PT,C08EA,Phenylalkylamine derivatives,N,N
6401,1464112,5475835,ATC,RXN_PT,S01FA,Anticholinergic mydriatics and cycloplegics,N,N
6402,1464112,5477391,ATC,PT,S01FA,Anticholinergics,N,N
6403,1464113,5477789,ATC,PT,B05C,IRRIGATING SOLUTIONS,N,N
6404,1464113,5484952,ATC,RXN_PT,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",N,N
6405,1464387,5474341,ATC,RXN_PT,V09HB,Indium-111 inflammation and infection detection radiopharmaceuticals,N,N
6406,1464387,5477804,ATC,PT,V09HB,Indium (111In) compounds,N,N
6407,1464884,5481566,ATC,IN,M01CA03,oxycinchophen,N,N
6408,1465414,5475830,ATC,RXN_PT,N06DA,Anticholinesterase anti-dementia drugs,N,N
6409,1465414,5477392,ATC,PT,N06DA,Anticholinesterases,N,N
6410,1466725,5478192,ATC,PT,G03AB,"Progestogens and estrogens, sequential preparations",N,N
6411,1466725,5484027,ATC,RXN_PT,G03AB,"Progestogens and estrogens systemic contraceptives, sequential preparations",N,N
6412,1466735,5477241,ATC,PT,P02D,ANTICESTODALS,N,N
6413,1467796,5482570,ATC,IN,R05DA10,thebacon,N,N
6414,1467885,5480277,ATC,IN,V01AA08,food,N,N
6415,1467885,5485413,ATC,RXN_IN,V01AA08,Food allergenic extracts,N,N
6416,1467910,8712536,ATC,IN,J01FA16,solithromycin,N,N
6417,1468179,5480171,ATC,IN,V01AA10,flowers,N,N
6418,1468179,5484436,ATC,RXN_IN,V01AA10,flower allergenic extracts,N,N
6419,1468964,5474418,ATC,RXN_PT,G02AB,Ergot alkaloid oxytocics,N,N
6420,1468964,5477696,ATC,PT,G02AB,Ergot alkaloids,N,N
6421,1468979,5478432,ATC,PT,B01AA,Vitamin K antagonists,N,N
6422,1469220,5482477,ATC,IN,V09DB01,technetium (99mTc) nanocolloid,N,N
6423,1469220,5482478,ATC,IN,V09EA03,technetium (99mTc) nanocolloid,N,N
6424,1469851,5479156,ATC,IN,J01DD17,cefcapene,N,Y
6425,1470021,5482849,ATC,IN,A01AB11,various,N,N
6426,1470021,5483184,ATC,RXN_IN,A01AB11,various antiinfectives and antiseptics for local oral treatment,N,N
6427,1470022,5474409,ATC,RXN_PT,S02C,"Corticosteroids and antiinfectives in combination, otologic",N,N
6428,1470022,5477528,ATC,PT,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,N,N
6429,1470022,5477590,ATC,PT,S02CA,Corticosteroids and antiinfectives in combination,N,N
6430,1470023,5478449,ATC,PT,A12CB,Zinc,N,N
6431,1470023,5484479,ATC,RXN_PT,A12CB,Zinc Supplements,N,N
6432,1470024,5475843,ATC,RXN_PT,R03AC,Selective beta-2-adrenoreceptor agonist inhalants,N,N
6433,1470024,5478263,ATC,PT,R03AC,Selective beta-2-adrenoreceptor agonists,N,N
6434,1470025,5474913,ATC,RXN_PT,V09XA,Iodine I-131 diagnostic radiopharmaceuticals,N,N
6435,1470025,5477822,ATC,PT,V09XA,Iodine (131I) compounds,N,N
6436,1470026,5477753,ATC,PT,N01AB,Halogenated hydrocarbons,N,N
6437,1470026,5484936,ATC,RXN_PT,N01AB,"Halogenated hydrocarbons, general anesthetics",N,N
6438,1470873,5479982,ATC,IN,D10AF52,"erythromycin, combinations",N,N
6439,1471096,5477948,ATC,PT,A10X,OTHER DRUGS USED IN DIABETES,N,N
6440,1471096,5483013,ATC,RXN_PT,A10X,OTHER DRUGS USED IN DIABETES in ATC,N,N
6441,1471097,5478376,ATC,PT,J05AA,Thiosemicarbazones,N,N
6442,1471097,5485056,ATC,RXN_PT,J05AA,"Thiosemicarbazones, direct acting antivirals",N,N
6443,1472080,5474857,ATC,RXN_PT,M05BA,Bisphosphonate drugs affecting bone structure and mineralization,N,N
6444,1472080,5477496,ATC,PT,M05BA,Bisphosphonates,N,N
6445,1472092,5482465,ATC,IN,V09CA05,technetium (99mTc) gluconate,N,N
6446,1473046,5474213,ATC,RXN_PT,R03CK,Adrenergics systemic drugs and other drugs for obstructive airway diseases,N,N
6447,1473046,5477318,ATC,PT,R03CK,Adrenergics and other drugs for obstructive airway diseases,N,N
6448,1473047,5474793,ATC,RXN_PT,C03BD,"Xanthine derivatives, low-ceiling diuretics",N,N
6449,1473047,5478443,ATC,PT,C03BD,Xanthine derivatives,N,N
6450,1473070,5482452,ATC,IN,V09GA07,technetium (99mTc) apcitide,N,N
6451,1473965,5478195,ATC,PT,M01AE,Propionic acid derivatives,N,N
6452,1473965,5485002,ATC,RXN_PT,M01AE,"Propionic acid derivatives, antiinflammatory and antirheumatic products",N,N
6453,1474827,5474427,ATC,RXN_PT,J01XD,"Imidazole derivatives, antibacterial for systemic use",N,N
6454,1474827,5477793,ATC,PT,J01XD,Imidazole derivatives,N,N
6455,1475662,5477686,ATC,PT,A06AG,Enemas,N,N
6456,1475662,5912716,ATC,RXN_PT,A06AG,Enema for Constipation,N,N
6457,1476529,5482458,ATC,IN,V09CA06,technetium (99mTc) ethylenedicysteine,N,N
6458,1477336,5479491,ATC,IN,R01AX30,combinations,N,N
6459,1477336,5483227,ATC,RXN_IN,R01AX30,other nasal preparation combinations in ATC,N,N
6460,1477348,5482495,ATC,IN,V09DB04,technetium (99mTc) tin colloid,N,N
6461,1477445,10823218,ATC,IN,J05AX21,pentanedioic acid imidazolyl ethanamide,N,N
6462,1477454,9716322,ATC,IN,J05AP04,faldaprevir,N,N
6463,1478094,5474326,ATC,RXN_PT,G01AC,Quinoline gynecological antiinfectives,N,N
6464,1478094,5478224,ATC,PT,G01AC,Quinoline derivatives,N,N
6465,1479467,5480635,ATC,IN,S01AD05,interferon,N,N
6466,1480188,5474925,ATC,RXN_PT,D08AL,"Silver compounds, antiseptics and disinfectants",N,N
6467,1480188,5478278,ATC,PT,D08AL,Silver compounds,N,N
6468,1480200,5482462,ATC,IN,V09GA05,technetium (99mTc) furifosmin,N,N
6469,1481497,5482464,ATC,IN,V09CA04,technetium (99mTc) gluceptate,N,N
6470,1482502,5479986,ATC,IN,N03AF04,eslicarbazepine,N,Y
6471,1482634,5481519,ATC,IN,A05BA06,ornithine oxoglurate,N,N
6472,1482680,7717214,ATC,IN,D01AC18,luliconazole,N,N
6473,1482790,9716363,ATC,IN,J05AP05,simeprevir,N,Y
6474,1482913,5482487,ATC,IN,V09GA01,technetium (99mTc) sestamibi,N,N
6475,1483575,5480608,ATC,IN,D06BB05,inosine,N,N
6476,1483575,5480609,ATC,IN,G01AX02,inosine,N,N
6477,1483575,5480610,ATC,IN,S01XA10,inosine,N,N
6478,1484283,5936935,ATC,IN,V03AE05,sucroferric oxyhydroxide,N,Y
6479,1484911,9716366,ATC,IN,J05AP08,sofosbuvir,N,Y
6480,1486025,5480260,ATC,IN,V09AX04,flutemetamol (18F),N,N
6481,1486424,5936863,ATC,IN,C08GA02,amlodipine and diuretics,N,N
6482,1486425,5936870,ATC,IN,C09DB07,candesartan and amlodipine,N,N
6483,1486427,5936878,ATC,IN,G03AA16,dienogest and ethinylestradiol,N,N
6484,1486429,5936886,ATC,IN,J07BA03,"encephalitis, Japanese, live attenuated",N,N
6485,1486430,5936888,ATC,IN,R03AL01,fenoterol and ipratropium bromide,N,N
6486,1486431,5936889,ATC,IN,R03AK08,formoterol and beclometasone,N,N
6487,1486432,5936891,ATC,IN,R03AK11,formoterol and fluticasone,N,N
6488,1486433,5936894,ATC,IN,R03AL04,indacaterol and glycopyrronium bromide,N,Y
6489,1486434,5936901,ATC,IN,J01RA05,levofloxacin and ornidazole,N,N
6490,1486436,5936910,ATC,IN,A10BD15,metformin and dapagliflozin,N,N
6491,1486438,5936914,ATC,IN,G03FB12,nomegestrol and estrogen,N,N
6492,1486439,5936920,ATC,IN,C09BX01,"perindopril, amlodipine and indapamide",N,N
6493,1486440,5936925,ATC,IN,V10XX03,radium (223Ra) dichloride,N,N
6494,1486441,6821870,ATC,IN,C10BX05,rosuvastatin and acetylsalicylic acid,N,N
6495,1486442,5936928,ATC,IN,C10BA06,rosuvastatin and ezetimibe,N,N
6496,1486444,5936932,ATC,IN,R06AX32,sequifenadine,N,N
6497,1486445,5936933,ATC,IN,C01DX21,serelaxin,N,N
6498,1486446,5936934,ATC,IN,M05BX53,strontium ranelate and colecalciferol,N,N
6499,1486447,5936936,ATC,IN,V09IA08,technetium (99mTc) etarfolatide,N,N
6500,1486450,5936944,ATC,IN,R03AK10,vilanterol and fluticasone furoate,N,N
