ATC level name,rxcui,rxaui,sab,tty,ATC code,suppress,mapped_to_bnf,combination
misoprostol,2,2,2,2,2,2,2,2
mitiglinide,1,1,1,1,1,1,1,1
mitobronitol,1,1,1,1,1,1,1,1
mitoguazone,1,1,1,1,1,1,1,1
mitomycin,1,1,1,1,1,1,1,1
mitotane,1,1,1,1,1,1,1,1
mitoxantrone,1,1,1,1,1,1,1,1
mivacurium chloride,1,1,1,1,1,1,1,1
mizolastine,1,1,1,1,1,1,1,1
moclobemide,1,1,1,1,1,1,1,1
modafinil,1,1,1,1,1,1,1,1
moexipril,1,1,1,1,1,1,1,1
moexipril and diuretics,1,1,1,1,1,1,1,1
mofebutazone,2,2,2,2,2,2,2,2
mogamulizumab,1,1,1,1,1,1,1,1
mold fungus and yeast fungus allergenic extracts,1,1,1,1,1,1,1,1
molgramostim,1,1,1,1,1,1,1,1
molindone,1,1,1,1,1,1,1,1
molsidomine,1,1,1,1,1,1,1,1
mometasone,4,4,4,4,4,4,4,4
monobenzone,1,1,1,1,1,1,1,1
monoethanolamine oleate,1,1,1,1,1,1,1,1
monoxerutin,1,1,1,1,1,1,1,1
montelukast,1,1,1,1,1,1,1,1
"montelukast, combinations",1,1,1,1,1,1,1,1
moperone,1,1,1,1,1,1,1,1
moracizine,1,1,1,1,1,1,1,1
morclofone,1,1,1,1,1,1,1,1
morinamide,1,1,1,1,1,1,1,1
morniflumate,1,1,1,1,1,1,1,1
moroxydine,1,1,1,1,1,1,1,1
morphine,1,1,1,1,1,1,1,1
morphine and antispasmodics,1,1,1,1,1,1,1,1
"morphine, combinations",2,2,2,2,2,2,2,2
morpholine salicylate,1,1,1,1,1,1,1,1
mosapramine,1,1,1,1,1,1,1,1
motavizumab,1,1,1,1,1,1,1,1
motretinide,1,1,1,1,1,1,1,1
mould fungus and yeast fungus,1,1,1,1,1,1,1,1
moxaverine,1,1,1,1,1,1,1,1
moxestrol,1,1,1,1,1,1,1,1
moxifloxacin,2,2,2,2,2,2,2,2
moxisylyte,2,2,2,2,2,2,2,2
moxonidine,1,1,1,1,1,1,1,1
moxonidine and diuretics,1,1,1,1,1,1,1,1
"multienzymes (lipase, protease etc.)",1,1,1,1,1,1,1,1
multienzymes and acid preparations,1,1,1,1,1,1,1,1
multivitamins and calcium,1,1,1,1,1,1,1,1
multivitamins and iron,1,1,1,1,1,1,1,1
"multivitamins and other minerals, incl. combinations",1,1,1,1,1,1,1,1
multivitamins and trace elements,1,1,1,1,1,1,1,1
mumps immunoglobulin,1,1,1,1,1,1,1,1
"mumps, live attenuated",1,1,1,1,1,1,1,1
mupirocin,2,2,2,2,2,2,2,2
muromonab-CD3,1,1,1,1,1,1,1,1
muzolimine,1,1,1,1,1,1,1,1
mycophenolic acid,1,1,1,1,1,1,1,1
myristyl-benzalkonium,1,1,1,1,1,1,1,1
nabilone,1,1,1,1,1,1,1,1
nabumetone,1,1,1,1,1,1,1,1
nadifloxacin,1,1,1,1,1,1,1,1
nadolol,1,1,1,1,1,1,1,1
nadolol and thiazides,1,1,1,1,1,1,1,1
nadroparin,1,1,1,1,1,1,1,1
nafarelin,1,1,1,1,1,1,1,1
nafcillin,1,1,1,1,1,1,1,1
naftazone,1,1,1,1,1,1,1,1
naftidrofuryl,1,1,1,1,1,1,1,1
naftifine,1,1,1,1,1,1,1,1
nalbuphine,1,1,1,1,1,1,1,1
naldemedine,1,1,1,1,1,1,1,1
nalfurafine,1,1,1,1,1,1,1,1
nalidixic acid,1,1,1,1,1,1,1,1
nalmefene,1,1,1,1,1,1,1,1
nalorphine,1,1,1,1,1,1,1,1
naloxegol,1,1,1,1,1,1,1,1
naloxone,2,2,2,2,2,2,2,2
naltrexone,1,1,1,1,1,1,1,1
nandrolone,2,2,2,2,2,2,2,2
naphazoline,3,3,3,3,3,3,3,3
"naphazoline, combinations",1,1,1,1,1,1,1,1
naproxcinod,1,1,1,1,1,1,1,1
naproxen,3,3,3,3,3,3,3,3
naproxen and esomeprazole,1,1,1,1,1,1,1,1
naproxen and misoprostol,1,1,1,1,1,1,1,1
naratriptan,1,1,1,1,1,1,1,1
narcobarbital,1,1,1,1,1,1,1,1
natalizumab,1,1,1,1,1,1,1,1
natamycin,5,5,5,5,5,5,5,5
nateglinide,1,1,1,1,1,1,1,1
natural phospholipids,1,1,1,1,1,1,1,1
nebacumab,1,1,1,1,1,1,1,1
nebivolol,1,1,1,1,1,1,1,1
nebivolol and amlodipine,1,1,1,1,1,1,1,1
nebivolol and thiazides,1,1,1,1,1,1,1,1
necitumumab,1,1,1,1,1,1,1,1
nedocromil,3,3,3,3,3,3,3,3
nefazodone,1,1,1,1,1,1,1,1
nefopam,1,1,1,1,1,1,1,1
nelarabine,1,1,1,1,1,1,1,1
nelfinavir,1,1,1,1,1,1,1,1
neltenexine,1,1,1,1,1,1,1,1
nemonoxacin,1,1,1,1,1,1,1,1
neomycin,9,9,9,9,9,9,9,9
"neomycin, combinations",1,1,1,1,1,1,1,1
neostigmine,2,2,2,2,2,2,2,2
"neostigmine, combinations",1,1,1,1,1,1,1,1
nepafenac,1,1,1,1,1,1,1,1
nepinalone,1,1,1,1,1,1,1,1
neratinib,1,1,1,1,1,1,1,1
nesiritide,1,1,1,1,1,1,1,1
netarsudil,1,1,1,1,1,1,1,1
netilmicin,2,2,2,2,2,2,2,2
nevirapine,1,1,1,1,1,1,1,1
nialamide,1,1,1,1,1,1,1,1
niaprazine,1,1,1,1,1,1,1,1
nicardipine,1,1,1,1,1,1,1,1
nicergoline,1,1,1,1,1,1,1,1
niceritrol,1,1,1,1,1,1,1,1
niclosamide,1,1,1,1,1,1,1,1
nicofetamide,1,1,1,1,1,1,1,1
nicofuranose,1,1,1,1,1,1,1,1
nicomorphine,1,1,1,1,1,1,1,1
nicorandil,1,1,1,1,1,1,1,1
nicotinamide,1,1,1,1,1,1,1,1
nicotine,1,1,1,1,1,1,1,1
nicotinic acid,2,2,2,2,2,2,2,2
"nicotinic acid, combinations",1,1,1,1,1,1,1,1
nicotinyl alcohol,2,2,2,2,2,2,2,2
nicotinyl alcohol (pyridylcarbinol),2,2,2,2,2,2,2,2
nicotinyl methylamide,1,1,1,1,1,1,1,1
nifedipine,1,1,1,1,1,1,1,1
nifedipine and diuretics,1,1,1,1,1,1,1,1
"nifedipine, combinations",1,1,1,1,1,1,1,1
nifenazone,2,2,2,2,2,2,2,2
niflumic acid,2,2,2,2,2,2,2,2
nifuratel,1,1,1,1,1,1,1,1
nifuroxazide,1,1,1,1,1,1,1,1
nifurtimox,1,1,1,1,1,1,1,1
nifurtoinol,1,1,1,1,1,1,1,1
nifurzide,1,1,1,1,1,1,1,1
nikethamide,1,1,1,1,1,1,1,1
"nikethamide, combinations",1,1,1,1,1,1,1,1
nilotinib,1,1,1,1,1,1,1,1
nilutamide,1,1,1,1,1,1,1,1
nilvadipine,1,1,1,1,1,1,1,1
nimesulide,2,2,2,2,2,2,2,2
nimodipine,1,1,1,1,1,1,1,1
nimorazole,1,1,1,1,1,1,1,1
nimustine,1,1,1,1,1,1,1,1
nintedanib,1,1,1,1,1,1,1,1
niperotidine,1,1,1,1,1,1,1,1
niraparib,1,1,1,1,1,1,1,1
niridazole,1,1,1,1,1,1,1,1
nisoldipine,1,1,1,1,1,1,1,1
nitazoxanide,1,1,1,1,1,1,1,1
nitisinone,1,1,1,1,1,1,1,1
nitrazepam,1,1,1,1,1,1,1,1
nitrendipine,1,1,1,1,1,1,1,1
nitric oxide,1,1,1,1,1,1,1,1
nitrofural,6,6,6,6,6,6,6,6
nitrofurantoin,1,1,1,1,1,1,1,1
"nitrofurantoin, combinations",1,1,1,1,1,1,1,1
nitrogen,1,1,1,1,1,1,1,1
nitroprusside,1,1,1,1,1,1,1,1
nitrous oxide,1,1,1,1,1,1,1,1
"nitrous oxide, combinations",1,1,1,1,1,1,1,1
nitroxoline,1,1,1,1,1,1,1,1
nivolumab,1,1,1,1,1,1,1,1
nizatidine,1,1,1,1,1,1,1,1
nizofenone,1,1,1,1,1,1,1,1
nomegestrol,1,1,1,1,1,1,1,1
nomegestrol and estradiol,1,1,1,1,1,1,1,1
nomegestrol and estrogen,1,1,1,1,1,1,1,1
nomifensine,1,1,1,1,1,1,1,1
nordazepam,1,1,1,1,1,1,1,1
norelgestromin and ethinylestradiol,1,1,1,1,1,1,1,1
norepinephrine,1,1,1,1,1,1,1,1
norethandrolone,1,1,1,1,1,1,1,1
norethisterone,2,2,2,2,2,2,2,2
norethisterone and estrogen,2,2,2,2,2,2,2,2
norethisterone and ethinylestradiol,2,2,2,2,2,2,2,2
noretynodrel and estrogen,1,1,1,1,1,1,1,1
norfenefrine,1,1,1,1,1,1,1,1
norfloxacin,2,2,2,2,2,2,2,2
norfloxacin and tinidazole,1,1,1,1,1,1,1,1
norgestimate and estrogen,1,1,1,1,1,1,1,1
norgestimate and ethinylestradiol,2,2,2,2,2,2,2,2
norgestrel and estrogen,2,2,2,2,2,2,2,2
norgestrel and ethinylestradiol,1,1,1,1,1,1,1,1
norgestrienone,1,1,1,1,1,1,1,1
normethadone,1,1,1,1,1,1,1,1
nortriptyline,1,1,1,1,1,1,1,1
noscapine,1,1,1,1,1,1,1,1
noxytiolin,1,1,1,1,1,1,1,1
nusinersen,1,1,1,1,1,1,1,1
nystatin,3,3,3,3,3,3,3,3
"nystatin, combinations",1,1,1,1,1,1,1,1
obeticholic acid,1,1,1,1,1,1,1,1
obidoxime,1,1,1,1,1,1,1,1
obiltoxaximab,1,1,1,1,1,1,1,1
obinutuzumab,1,1,1,1,1,1,1,1
oblimersen,1,1,1,1,1,1,1,1
ocrelizumab,1,1,1,1,1,1,1,1
ocriplasmin,1,1,1,1,1,1,1,1
octenidine,1,1,1,1,1,1,1,1
"octenidine, combinations",2,2,2,2,2,2,2,2
octinoxate,1,1,1,1,1,1,1,1
octopamine,1,1,1,1,1,1,1,1
octreotide,1,1,1,1,1,1,1,1
ofatumumab,1,1,1,1,1,1,1,1
ofloxacin,3,3,3,3,3,3,3,3
ofloxacin and ornidazole,1,1,1,1,1,1,1,1
oil,1,1,1,1,1,1,1,1
oil ingredients,1,1,1,1,1,1,1,1
olaflur,1,1,1,1,1,1,1,1
olanzapine,1,1,1,1,1,1,1,1
olaparib,1,1,1,1,1,1,1,1
olaratumab,1,1,1,1,1,1,1,1
oleandomycin,1,1,1,1,1,1,1,1
olmesartan medoxomil,1,1,1,1,1,1,1,1
olmesartan medoxomil and amlodipine,1,1,1,1,1,1,1,1
olmesartan medoxomil and diuretics,1,1,1,1,1,1,1,1
"olmesartan medoxomil, amlodipine and hydrochlorothiazide",1,1,1,1,1,1,1,1
olmutinib,1,1,1,1,1,1,1,1
olodaterol,1,1,1,1,1,1,1,1
olodaterol and tiotropium bromide,1,1,1,1,1,1,1,1
olopatadine,2,2,2,2,2,2,2,2
olsalazine,1,1,1,1,1,1,1,1
omacetaxine mepesuccinate,1,1,1,1,1,1,1,1
omalizumab,1,1,1,1,1,1,1,1
"ombitasvir, paritaprevir and ritonavir",1,1,1,1,1,1,1,1
omega-3-triglycerides incl. other esters and acids,1,1,1,1,1,1,1,1
omeprazole,1,1,1,1,1,1,1,1
"omeprazole, amoxicillin and clarithromycin",1,1,1,1,1,1,1,1
"omeprazole, amoxicillin and metronidazole",1,1,1,1,1,1,1,1
omidenepag,1,1,1,1,1,1,1,1
omoconazole,2,2,2,2,2,2,2,2
ondansetron,1,1,1,1,1,1,1,1
opicapone,1,1,1,1,1,1,1,1
opipramol,1,1,1,1,1,1,1,1
opium,2,2,2,2,2,2,2,2
opium alkaloids and derivative combination cough suppressants,1,1,1,1,1,1,1,1
opium alkaloids with morphine,1,1,1,1,1,1,1,1
opium derivatives and expectorants,1,1,1,1,1,1,1,1
opium derivatives and mucolytics,1,1,1,1,1,1,1,1
oprelvekin,1,1,1,1,1,1,1,1
orciprenaline,2,2,2,2,2,2,2,2
"orciprenaline, combinations",1,1,1,1,1,1,1,1
ordinary salt combinations,1,1,1,1,1,1,1,1
ordinary salt combinations and antiflatulents,1,1,1,1,1,1,1,1
organic nitrates in combination,1,1,1,1,1,1,1,1
organic nitrates in combination with psycholeptics,1,1,1,1,1,1,1,1
organo-heparinoid,1,1,1,1,1,1,1,1
orgotein,1,1,1,1,1,1,1,1
oritavancin,1,1,1,1,1,1,1,1
orlistat,1,1,1,1,1,1,1,1
ormeloxifene,1,1,1,1,1,1,1,1
ornidazole,3,3,3,3,3,3,3,3
ornipressin,1,1,1,1,1,1,1,1
ornithine oxoglurate,1,1,1,1,1,1,1,1
orphenadrine (chloride),1,1,1,1,1,1,1,1
orphenadrine (citrate),1,1,1,1,1,1,1,1
"orphenadrine, combinations",1,1,1,1,1,1,1,1
oseltamivir,1,1,1,1,1,1,1,1
osimertinib,1,1,1,1,1,1,1,1
ospemifene,1,1,1,1,1,1,1,1
other cough suppressant combinations in ATC,1,1,1,1,1,1,1,1
other medicated shampoos in ATC,1,1,1,1,1,1,1,1
other meningococcal monovalent purified polysaccharides antigen,1,1,1,1,1,1,1,1
other meningococcal polyvalent purified polysaccharides antigen,1,1,1,1,1,1,1,1
other nasal preparation combinations in ATC,1,1,1,1,1,1,1,1
other plasma protein fractions,1,1,1,1,1,1,1,1
"other preparations, combinations",1,1,1,1,1,1,1,1
others,1,1,1,1,1,1,1,1
otilonium bromide,1,1,1,1,1,1,1,1
otilonium bromide and psycholeptics,1,1,1,1,1,1,1,1
otologic analgesic and anesthetic combinations,1,1,1,1,1,1,1,1
oxabolone cipionate,1,1,1,1,1,1,1,1
oxaceprol,2,2,2,2,2,2,2,2
oxacillin,1,1,1,1,1,1,1,1
oxaflozane,1,1,1,1,1,1,1,1
oxaliplatin,1,1,1,1,1,1,1,1
oxametacin,1,1,1,1,1,1,1,1
oxamniquine,1,1,1,1,1,1,1,1
oxandrolone,1,1,1,1,1,1,1,1
oxantel,1,1,1,1,1,1,1,1
oxaprozin,1,1,1,1,1,1,1,1
oxatomide,1,1,1,1,1,1,1,1
oxazepam,1,1,1,1,1,1,1,1
oxcarbazepine,1,1,1,1,1,1,1,1
oxedrine,2,2,2,2,2,2,2,2
"oxedrine, combinations",1,1,1,1,1,1,1,1
oxeladin,1,1,1,1,1,1,1,1
oxetacaine,1,1,1,1,1,1,1,1
oxetorone,1,1,1,1,1,1,1,1
oxiconazole,2,2,2,2,2,2,2,2
oxidized cellulose,1,1,1,1,1,1,1,1
oxiracetam,1,1,1,1,1,1,1,1
oxitriptan,1,1,1,1,1,1,1,1
oxitropium bromide,1,1,1,1,1,1,1,1
oxolamine,1,1,1,1,1,1,1,1
oxolinic acid,1,1,1,1,1,1,1,1
oxomemazine,1,1,1,1,1,1,1,1
oxprenolol,1,1,1,1,1,1,1,1
oxprenolol and other diuretics,1,1,1,1,1,1,1,1
oxprenolol and thiazides,1,1,1,1,1,1,1,1
oxybuprocaine,2,2,2,2,2,2,2,2
oxybutynin,1,1,1,1,1,1,1,1
oxycinchophen,1,1,1,1,1,1,1,1
oxycodone,1,1,1,1,1,1,1,1
oxycodone and acetylsalicylic acid,1,1,1,1,1,1,1,1
oxycodone and ibuprofen,1,1,1,1,1,1,1,1
oxycodone and naloxone,1,1,1,1,1,1,1,1
oxycodone and naltrexone,1,1,1,1,1,1,1,1
oxycodone and paracetamol,1,1,1,1,1,1,1,1
oxyfedrine,1,1,1,1,1,1,1,1
"oxyfedrine, combinations",1,1,1,1,1,1,1,1
oxygen,1,1,1,1,1,1,1,1
oxymetazoline,3,3,3,3,3,3,3,3
oxymetholone,1,1,1,1,1,1,1,1
oxypertine,1,1,1,1,1,1,1,1
oxyphenbutazone,3,3,3,3,3,3,3,3
oxyphencyclimine,1,1,1,1,1,1,1,1
oxyphencyclimine and psycholeptics,1,1,1,1,1,1,1,1
oxyphenisatine,1,1,1,1,1,1,1,1
oxyphenonium,1,1,1,1,1,1,1,1
"oxyphenonium, combinations",1,1,1,1,1,1,1,1
oxyquinoline,4,4,4,4,4,4,4,4
oxytetracycline,4,4,4,4,4,4,4,4
"oxytetracycline, combinations",1,1,1,1,1,1,1,1
oxytocin,1,1,1,1,1,1,1,1
ozanimod,1,1,1,1,1,1,1,1
ozenoxacin,1,1,1,1,1,1,1,1
paclitaxel,1,1,1,1,1,1,1,1
paclitaxel poliglumex,1,1,1,1,1,1,1,1
padeliporfin,1,1,1,1,1,1,1,1
palbociclib,1,1,1,1,1,1,1,1
palifermin,1,1,1,1,1,1,1,1
paliperidone,1,1,1,1,1,1,1,1
palivizumab,1,1,1,1,1,1,1,1
palonosetron,1,1,1,1,1,1,1,1
"palonosetron, combinations",1,1,1,1,1,1,1,1
pamidronic acid,1,1,1,1,1,1,1,1
pancreatic function test diagnostic agents,1,1,1,1,1,1,1,0
pancreozymin (cholecystokinin),1,1,1,1,1,1,1,1
pancuronium,1,1,1,1,1,1,1,1
panipenem and betamipron,1,1,1,1,1,1,1,1
panitumumab,1,1,1,1,1,1,1,1
panobinostat,1,1,1,1,1,1,1,1
pantethine,1,1,1,1,1,1,1,1
pantoprazole,1,1,1,1,1,1,1,1
"pantoprazole, amoxicillin and clarithromycin",1,1,1,1,1,1,1,1
"pantoprazole, amoxicillin, clarithromycin and metronidazole",1,1,1,1,1,1,1,1
papaveretum,1,1,1,1,1,1,1,1
papaverine,2,2,2,2,2,2,2,2
"papaverine, combinations",1,1,1,1,1,1,1,1
"papillomavirus (human types 16, 18)",1,1,1,1,1,1,1,1
"papillomavirus (human types 6, 11, 16, 18)",1,1,1,1,1,1,1,1
"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)",1,1,1,1,1,1,1,1
paracetamol,1,1,1,1,1,1,1,1
"paracetamol, combinations excl. psycholeptics",1,1,1,1,1,1,1,1
"paracetamol, combinations with psycholeptics",1,1,1,1,1,1,1,1
paraldehyde,1,1,1,1,1,1,1,1
paramethadione,1,1,1,1,1,1,1,1
paramethasone,1,1,1,1,1,1,1,1
paraoxon,1,1,1,1,1,1,1,1
parathyroid gland extract,1,1,1,1,1,1,1,1
parathyroid hormone,1,1,1,1,1,1,1,1
parecoxib,1,1,1,1,1,1,1,1
pargyline,1,1,1,1,1,1,1,1
pargyline and diuretics,1,1,1,1,1,1,1,1
paricalcitol,1,1,1,1,1,1,1,1
parnaparin,1,1,1,1,1,1,1,1
paromomycin,1,1,1,1,1,1,1,1
paroxetine,1,1,1,1,1,1,1,1
pasireotide,1,1,1,1,1,1,1,1
patiromer calcium,1,1,1,1,1,1,1,1
patisiran,1,1,1,1,1,1,1,1
pazopanib,1,1,1,1,1,1,1,1
pazufloxacin,1,1,1,1,1,1,1,1
pecilocin,1,1,1,1,1,1,1,1
pectin,1,1,1,1,1,1,1,1
pefloxacin,1,1,1,1,1,1,1,1
pegademase,1,1,1,1,1,1,1,1
pegaptanib,1,1,1,1,1,1,1,1
pegaspargase,1,1,1,1,1,1,1,1
pegfilgrastim,1,1,1,1,1,1,1,1
peginesatide,1,1,1,1,1,1,1,1
peginterferon alfa-2a,1,1,1,1,1,1,1,1
"peginterferon alfa-2a, combinations",1,1,1,1,1,1,1,1
peginterferon alfa-2b,1,1,1,1,1,1,1,1
"peginterferon alfa-2b, combinations",1,1,1,1,1,1,1,1
peginterferon beta-1a,1,1,1,1,1,1,1,1
pegloticase,1,1,1,1,1,1,1,1
pegteograstim,1,1,1,1,1,1,1,1
pegvisomant,1,1,1,1,1,1,1,1
pembrolizumab,1,1,1,1,1,1,1,1
pemetrexed,1,1,1,1,1,1,1,1
pemoline,1,1,1,1,1,1,1,1
penamecillin,1,1,1,1,1,1,1,1
penbutolol,1,1,1,1,1,1,1,1
penbutolol and other diuretics,1,1,1,1,1,1,1,1
penciclovir,2,2,2,2,2,2,2,2
penfluridol,1,1,1,1,1,1,1,1
penicillamine,1,1,1,1,1,1,1,1
"penicillins, combinations with other antibacterials",1,1,1,1,1,1,1,1
penimepicycline,1,1,1,1,1,1,1,1
pentaerithrityl,1,1,1,1,1,1,1,1
pentaerithrityl tetranitrate,1,1,1,1,1,1,1,1
"pentaerithrityl tetranitrate, combinations",1,1,1,1,1,1,1,1
pentagastrin,1,1,1,1,1,1,1,1
pentamidine isethionate,1,1,1,1,1,1,1,1
pentamycin,1,1,1,1,1,1,1,1
pentanedioic acid imidazolyl ethanamide,1,1,1,1,1,1,1,1
pentazocine,1,1,1,1,1,1,1,1
pentetrazol,1,1,1,1,1,1,1,1
"pentetrazol, combinations",1,1,1,1,1,1,1,1
penthienate,1,1,1,1,1,1,1,1
pentifylline,1,1,1,1,1,1,1,1
pentobarbital,1,1,1,1,1,1,1,1
pentosan polysulfate sodium,2,2,2,2,2,2,2,2
pentostatin,1,1,1,1,1,1,1,1
pentoxifylline,1,1,1,1,1,1,1,1
pentoxyverine,1,1,1,1,1,1,1,1
pepsin,1,1,1,1,1,1,1,1
pepsin and acid preparations,1,1,1,1,1,1,1,1
peramivir,1,1,1,1,1,1,1,1
perampanel,1,1,1,1,1,1,1,1
perazine,1,1,1,1,1,1,1,1
perflenapent,1,1,1,1,1,1,1,1
perflubron,1,1,1,1,1,1,1,1
perflubutane polymer microspheres,1,1,1,1,1,1,1,1
pergolide,1,1,1,1,1,1,1,1
perhexiline,1,1,1,1,1,1,1,1
periciazine,1,1,1,1,1,1,1,1
perindopril,1,1,1,1,1,1,1,1
perindopril and amlodipine,1,1,1,1,1,1,1,1
perindopril and bisoprolol,1,1,1,1,1,1,1,1
perindopril and diuretics,1,1,1,1,1,1,1,1
"perindopril, amlodipine and indapamide",1,1,1,1,1,1,1,1
permethrin,1,1,1,1,1,1,1,1
"permethrin, combinations",1,1,1,1,1,1,1,1
perphenazine,1,1,1,1,1,1,1,1
pertussis immunoglobulin,1,1,1,1,1,1,1,1
"pertussis, inactivated, whole cell",1,1,1,1,1,1,1,1
"pertussis, inactivated, whole cell, combinations with toxoids",1,1,1,1,1,1,1,1
"pertussis, purified antigen",1,1,1,1,1,1,1,1
"pertussis, purified antigen, combinations with toxoids",1,1,1,1,1,1,1,1
pertuzumab,1,1,1,1,1,1,1,1
peruvoside,1,1,1,1,1,1,1,1
pethidine,1,1,1,1,1,1,1,1
pethidine and antispasmodics,1,1,1,1,1,1,1,1
"pethidine, combinations excl. psycholeptics",1,1,1,1,1,1,1,1
"pethidine, combinations with psycholeptics",1,1,1,1,1,1,1,1
phanquinone,1,1,1,1,1,1,1,1
phenacemide,1,1,1,1,1,1,1,1
phenacetin,1,1,1,1,1,1,1,1
"phenacetin, combinations excl. psycholeptics",1,1,1,1,1,1,1,1
"phenacetin, combinations with psycholeptics",1,1,1,1,1,1,1,1
phenazocine,1,1,1,1,1,1,1,1
phenazone,2,2,2,2,2,2,2,2
"phenazone, combinations excl. psycholeptics",1,1,1,1,1,1,1,1
"phenazone, combinations with psycholeptics",1,1,1,1,1,1,1,1
phenazopyridine,1,1,1,1,1,1,1,1
phenelzine,1,1,1,1,1,1,1,1
pheneticillin,1,1,1,1,1,1,1,1
pheneturide,1,1,1,1,1,1,1,1
phenformin,1,1,1,1,1,1,1,1
phenformin and sulfonylureas,1,1,1,1,1,1,1,1
phenglutarimide,1,1,1,1,1,1,1,1
phenibut,1,1,1,1,1,1,1,1
phenindamine,1,1,1,1,1,1,1,1
phenindione,1,1,1,1,1,1,1,1
pheniramine,2,2,2,2,2,2,2,2
phenobarbital,1,1,1,1,1,1,1,1
phenol,4,4,4,4,4,4,4,4
phenolphthalein,1,1,1,1,1,1,1,1
phenolsulfonphthalein,1,1,1,1,1,1,1,1
phenoperidine,1,1,1,1,1,1,1,1
phenothrin,1,1,1,1,1,1,1,1
"phenothrin, combinations",1,1,1,1,1,1,1,1
phenoxybenzamine,1,1,1,1,1,1,1,1
phenoxymethylpenicillin,1,1,1,1,1,1,1,1
phenprobamate,1,1,1,1,1,1,1,1
"phenprobamate, combinations excl. psycholeptics",1,1,1,1,1,1,1,1
"phenprobamate, combinations with psycholeptics",1,1,1,1,1,1,1,1
phenprocoumon,1,1,1,1,1,1,1,1
phensuximide,1,1,1,1,1,1,1,1
phentermine,1,1,1,1,1,1,1,1
phentolamine,2,2,2,2,2,2,2,2
phenyl salicylate,1,1,1,1,1,1,1,1
phenylbutazone,2,2,2,2,2,2,2,2
phenylbutazone and corticosteroids,1,1,1,1,1,1,1,1
phenylephrine,6,6,6,6,6,6,6,6
phenylephrine and ketorolac,1,1,1,1,1,1,1,1
"phenylephrine, combinations",2,2,2,2,2,2,2,2
phenylmercuric borate,1,1,1,1,1,1,1,1
phenylmercuric nitrate,1,1,1,1,1,1,1,1
phenylpropanolamine,1,1,1,1,1,1,1,1
"phenylpropanolamine, combinations",1,1,1,1,1,1,1,1
phenytoin,1,1,1,1,1,1,1,1
"phenytoin, combinations",1,1,1,1,1,1,1,1
phloroglucinol,1,1,1,1,1,1,1,1
pholcodine,1,1,1,1,1,1,1,1
phosphorous (32P) chromicphosphate colloid,1,1,1,1,1,1,1,1
phthalylsulfathiazole,1,1,1,1,1,1,1,1
physostigmine,2,2,2,2,2,2,2,2
phytomenadione,1,1,1,1,1,1,1,1
picloxydine,1,1,1,1,1,1,1,1
picodralazine and diuretics,1,1,1,1,1,1,1,1
"picodralazine and diuretics, combinations with psycholeptics",1,1,1,1,1,1,1,1
picotamide,1,1,1,1,1,1,1,1
pidotimod,1,1,1,1,1,1,1,1
piketoprofen,1,1,1,1,1,1,1,1
pilocarpine,2,2,2,2,2,2,2,2
"pilocarpine, combinations",1,1,1,1,1,1,1,1
pimavanserin,1,1,1,1,1,1,1,1
pimecrolimus,1,1,1,1,1,1,1,1
pimethixene,1,1,1,1,1,1,1,1
pimozide,1,1,1,1,1,1,1,1
pinacidil,1,1,1,1,1,1,1,1
pinacidil and diuretics,1,1,1,1,1,1,1,1
pinaverium,1,1,1,1,1,1,1,1
pinazepam,1,1,1,1,1,1,1,1
pindolol,1,1,1,1,1,1,1,1
pindolol and other diuretics,1,1,1,1,1,1,1,1
pioglitazone,1,1,1,1,1,1,1,1
pioglitazone and alogliptin,1,1,1,1,1,1,1,1
pioglitazone and sitagliptin,1,1,1,1,1,1,1,1
pipamperone,1,1,1,1,1,1,1,1
pipazetate,1,1,1,1,1,1,1,1
pipecuronium bromide,1,1,1,1,1,1,1,1
pipemidic acid,1,1,1,1,1,1,1,1
pipenzolate,1,1,1,1,1,1,1,1
pipenzolate and psycholeptics,1,1,1,1,1,1,1,1
piperacillin,1,1,1,1,1,1,1,1
piperacillin and beta-lactamase inhibitor,1,1,1,1,1,1,1,1
piperazine,1,1,1,1,1,1,1,1
piperidione,1,1,1,1,1,1,1,1
piperidolate,1,1,1,1,1,1,1,1
pipobroman,1,1,1,1,1,1,1,1
pipotiazine,1,1,1,1,1,1,1,1
pipradrol,1,1,1,1,1,1,1,1
piprozolin,1,1,1,1,1,1,1,1
piracetam,1,1,1,1,1,1,1,1
pirarubicin,1,1,1,1,1,1,1,1
pirbuterol,2,2,2,2,2,2,2,2
pirenzepine,1,1,1,1,1,1,1,1
piretanide,1,1,1,1,1,1,1,1
pirfenidone,1,1,1,1,1,1,1,1
piribedil,1,1,1,1,1,1,1,1
pirisudanol,1,1,1,1,1,1,1,1
piritramide,1,1,1,1,1,1,1,1
piromidic acid,1,1,1,1,1,1,1,1
piroxicam,3,3,3,3,3,3,3,3
pirprofen,1,1,1,1,1,1,1,1
pitavastatin,1,1,1,1,1,1,1,1
pitofenone and analgesics,1,1,1,1,1,1,1,1
pitolisant,1,1,1,1,1,1,1,1
pituitary function test diagnostic agents,1,1,1,1,1,1,1,0
pivagabine,1,1,1,1,1,1,1,1
pivampicillin,1,1,1,1,1,1,1,1
pivmecillinam,1,1,1,1,1,1,1,1
pixantrone,1,1,1,1,1,1,1,1
pizotifen,1,1,1,1,1,1,1,1
